Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
tag-line-id-small-tag-princess,,,,,,,,No Stamping,,Add Charm,,Add Birthstone,PRINCESS-TAG-1003,56,shopify,9,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,Add Stamping,,No Charm,,No Birthstone,PRINCESS-TAG-1004,56,shopify,9,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,Add Stamping,,No Charm,,Add Birthstone,PRINCESS-TAG-1005,56,shopify,9,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,Add Stamping,,Add Charm,,No Birthstone,PRINCESS-TAG-1006,56,shopify,9,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,PRINCESS-TAG-1007,56,shopify,9,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,Tag Line ID Tag - Rock Star,"<span>This listing is for one aluminum pet tag with a tagline. It is 1.25"" and extremely light weight for your pet's comfort. Please choose the design &amp; shape that you like from the menu. If you don't choose one, we will use the design shown in picture 1.</span><br><br><span>If you see another font or shape that you like, we are happy to custom make anything for you. Feel free to use your own creative tagline too!</span><br><br>",The Loving Paw,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No Stamping,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,ROCKSTAR-TAG-1000,56,shopify,10,deny,manual,8,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ROCKSTAR-TAG-1000_IMG1_91d5db4e-d197-4cdc-8249-5710891bf681.jpeg?v=1426894634,,FALSE,Hand Stamped Customizable 'ROCK STAR' Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,No Stamping,,No Charm,,Add Birthstone,ROCKSTAR-TAG-1001,56,shopify,10,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ROCKSTAR-TAG-1000_IMG2_7bb95192-f4b7-4eb5-aefe-8292f85c76b4.jpeg?v=1426894634,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,No Stamping,,Add Charm,,No Birthstone,ROCKSTAR-TAG-1002,56,shopify,10,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ROCKSTAR-TAG-1000_IMG3_74a5b2d3-baf2-4b21-a543-c6f0708a2ffd.jpeg?v=1426894634,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,No Stamping,,Add Charm,,Add Birthstone,ROCKSTAR-TAG-1003,56,shopify,10,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ROCKSTAR-TAG-1000_IMG4_46977efb-b173-4f04-a2db-26086cae7d90.jpeg?v=1426894634,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,Add Stamping,,No Charm,,No Birthstone,ROCKSTAR-TAG-1004,56,shopify,10,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,Add Stamping,,No Charm,,Add Birthstone,ROCKSTAR-TAG-1005,56,shopify,10,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,Add Stamping,,Add Charm,,No Birthstone,ROCKSTAR-TAG-1006,56,shopify,10,deny,manual,14,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-rock-star,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,ROCKSTAR-TAG-1007,56,shopify,10,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
eco-heather-adopt-v-neck-t-shirt-charcoal-grey-with-white-dog,Eco-Heather 'Adopt' V-neck T-shirt - Charcoal Grey with white dog,"<span>This listing is for one charcoal 'Adopt' t-shirt. Available in sizes: S, M, L, and XL. </span><br><br><span>Made of unbelievably soft, sustainable Eco-Heather, this short-sleeve v-neck features a v-neck and blind stitching on sleeves and bottom hem. Part of the Alternative Apparel eco-friendly Alternative Earth Collection. These shirts are unisex sizes. </span><br><br><span>This is a great way to promote animal rescue! A portion of proceeds goes to animal rescue organizations around the country.</span>",The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,Small,,,,,ECOHEATH-ADOPT-TS-1000,227,shopify,4,deny,manual,28,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ECOHEATH-ADOPT-TS-1000_IMG1_95d0f140-b049-4caa-8fb6-515f05fb7de4.jpeg?v=1426894637,,FALSE,Eco-Heather 'Adopt' V-neck Women's T-shirt Charcoal Grey with White Dog,The Loving Paw's Stylish T-shirts are Perfect for Any Outing and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
eco-heather-adopt-v-neck-t-shirt-charcoal-grey-with-white-dog,,,,,,,,Medium,,,,,ECOHEATH-ADOPT-TS-1001,227,shopify,10,deny,manual,28,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ECOHEATH-ADOPT-TS-1000_IMG2_f9367a4f-78cf-4f5d-96c5-953bacff0bbe.jpeg?v=1426894637,,,,,,,,,,,,,,,,,,,lb
eco-heather-adopt-v-neck-t-shirt-charcoal-grey-with-white-dog,,,,,,,,Large,,,,,ECOHEATH-ADOPT-TS-1002,227,shopify,6,deny,manual,28,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ECOHEATH-ADOPT-TS-1000_IMG3_6bbab2d0-5d6b-47ee-82f6-d74b0801f77a.jpeg?v=1426894637,,,,,,,,,,,,,,,,,,,lb
eco-heather-adopt-v-neck-t-shirt-charcoal-grey-with-white-dog,,,,,,,,XL,,,,,ECOHEATH-ADOPT-TS-1003,227,shopify,0,deny,manual,28,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ECOHEATH-ADOPT-TS-1000_IMG4_e51fe484-acec-4369-890b-52e2be852b30.jpeg?v=1426894637,,,,,,,,,,,,,,,,,,,lb
royal-blue-mens-t-shirt-animalrescue,Royal Blue Men's T-shirt - #AnimalRescue,<span>This listing is for one Large #AnimalRescue shirts. It is a vintage-soft crew and the color is a great shade of royal blue. It is a fuller fit made with 100% combed and ring-spun cotton. </span><br><br><span>This is a great way to promote animal rescue! A portion of the proceeds help fund animal rescue organizations around the country.</span>,The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,Small,,,,,ANMLRSCUE-T-1000,227,shopify,0,deny,manual,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ANMLRSCUE-TS-1000_IMG1_1d09ad2b-dd12-4d82-a9cb-f27c092b94d2.jpeg?v=1426894639,,FALSE,Royal Blue Men's '#ANIMALRESCUE' T-shirt,The Loving Paw's Stylish T-shirts are Perfect for Any Outing and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
royal-blue-mens-t-shirt-animalrescue,,,,,,,,Medium,,,,,ANMLRSCUE-T-1001,227,shopify,0,deny,manual,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ANMLRSCUE-TS-1000_IMG2_8a0430f8-f6b0-4877-94d4-c657bbbb23b0.jpeg?v=1426894639,,,,,,,,,,,,,,,,,,,lb
royal-blue-mens-t-shirt-animalrescue,,,,,,,,Large,,,,,ANMLRSCUE-T-1002,227,shopify,9,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
royal-blue-mens-t-shirt-animalrescue,,,,,,,,XL,,,,,ANMLRSCUE-T-1003,227,shopify,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
black-adopt-racerback-xl-tank-eco-friendly-jersey-cotton,Black 'Adopt' Racerback XL Tank - Eco-friendly Jersey Cotton,"<span>This listing is for one XL black 'adopt' tank by The Loving Paw. </span><br><br><span>Whether you're working out at the gym or out and about, this sleeveless staple is just the right fit. Made of soft eco-jersey, this racerback tank has a rounded bottom and merrowed hem. Part of the eco-friendly Alternative Earth Collection.</span><br><br><span>This is a great way to promote animal rescue! A portion of proceeds goes to animal rescue organizations around the country. :)</span>",The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,XL,,,,,BLK-ADOPT-TNK-1004,227,shopify,16,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BLK-ADOPT-TNK-1000_IMG1_fd4f31ed-1fd2-4e1c-8bf4-ac5af6887e73.jpeg?v=1426894641,,FALSE,Back 'Adopt' Racerback Eco-Friendly Jersey Cotton XL Tank,The Loving Paw's Stylish Women's Tanks are Comfortable and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
black-adopt-racerback-xl-tank-eco-friendly-jersey-cotton,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/BLK-ADOPT-TNK-1000_IMG2_ef8c65c1-74df-46ce-ab40-e9c201449f65.jpeg?v=1426894641,,,,,,,,,,,,,,,,,,,
royal-blue-adopt-racerback-tank-eco-friendly-jersey-cotton,Royal Blue 'Adopt' Racerback Tank - Eco-friendly Jersey Cotton,"<span>This listing is for one 'adopt' tank by The Loving Paw. </span><br><br><span>Whether you're working out at the gym or out and about, this sleeveless staple is just the right fit. Made of soft eco-jersey, this racerback tank has a rounded bottom and merrowed hem. Part of the eco-friendly Alternative Earth Collection.</span><br><br><span>This is a great way to promote animal rescue! A portion of proceeds goes to animal rescue organizations around the country. :)</span>",The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,S - Women,,,,,RB-ADOPT-TNK-1000,227,shopify,19,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RB-ADOPT-TNK-1000_IMG1_ee570321-ed3a-4641-8f81-2ce0dea31afb.jpeg?v=1426894642,,FALSE,Royal Blue 'Adopt' Eco-Friendly Women's Jersey Cotton Tank,The Loving Paw's Stylish Women's Tanks are Comfortable and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
royal-blue-adopt-racerback-tank-eco-friendly-jersey-cotton,,,,,,,,M - Women,,,,,RB-ADOPT-TNK-1001,227,shopify,19,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RB-ADOPT-TNK-1000_IMG2_e7010275-e4aa-4719-b923-f80f359b3acb.jpeg?v=1426894642,,,,,,,,,,,,,,,,,,,lb
royal-blue-adopt-racerback-tank-eco-friendly-jersey-cotton,,,,,,,,L - Women,,,,,RB-ADOPT-TNK-1002,227,shopify,19,deny,manual,22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
royal-blue-adopt-racerback-tank-eco-friendly-jersey-cotton,,,,,,,,XL - Women,,,,,RB-ADOPT-TNK-1003,227,shopify,19,deny,manual,22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
yellow-gold-adopt-racerback-tank-eco-friendly-jersey-cotton,Yellow Gold 'Adopt' Racerback Tank - Eco-friendly Jersey Cotton,"<span>This listing is for one yellow/gold 'adopt' tank by The Loving Paw. </span><br><br><span>Whether you're working out at the gym or out and about, this sleeveless staple is just the right fit. Made of soft eco-jersey, this racerback tank has a rounded bottom and merrowed hem. Part of the eco-friendly Alternative Earth Collection.</span><br><br><span>This is a great way to promote animal rescue! A portion of proceeds goes to animal rescue organizations around the country. :)</span>",The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,M - Women,,,,,YG-ADOPT-TNK-1000,227,shopify,19,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/YG-ADOPT-TNK-1000_IMG1_4cde73f4-4506-49c8-bd7f-04e911cfa60f.jpeg?v=1426894644,,FALSE,Yellow Gold 'Adopt' Eco-Friendly Women's Jersey Cotton Tank,The Loving Paw's Stylish Women's Tanks are Comfortable and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
yellow-gold-adopt-racerback-tank-eco-friendly-jersey-cotton,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/YG-ADOPT-TNK-1000_IMG2_3b678f4c-739e-4f0a-8b30-8b4665eaec54.jpeg?v=1426894644,,,,,,,,,,,,,,,,,,,
yellow-gold-adopt-racerback-tank-eco-friendly-jersey-cotton,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/YG-ADOPT-TNK-1000_IMG3_7e5d4a28-5ddc-4bfa-843c-0fd535243be4.jpeg?v=1426894644,,,,,,,,,,,,,,,,,,,
vintage-cotton-adopt-t-shirt-small-peach,Vintage Cotton Adopt T-shirt - SMALL Peach,<span>This listing is for one peach women's small 'Adopt' t-shirt. It is a vintage-soft basic crew that features a convenient tear-away label for comfort. Made with 100% combed and ring-spun cotton.</span><br><br><span>This is a great t-shirt to promote animal rescue!</span><br><br><span>See shop for other sizes and styles.</span>,The Loving Paw,T-Shirts,T-Shirt,TRUE,Title,Default Title,,,,,PEACH-ADOPT-TS-1000,227,shopify,1,deny,manual,26,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PEACH-TS-1000_IMG1_f1b75d05-4465-49b2-8100-1b9a3f285b19.jpeg?v=1426894646,,FALSE,Vintage Peach 'Adopt' Women's T-shirt,The Loving Paw's Stylish T-shirts are Perfect for Any Outing and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
vintage-cotton-adopt-t-shirt-small-peach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/PEACH-TS-1000_IMG2_229ef735-6d5d-47e5-bf2d-d8e2bf4ad682.jpeg?v=1426894646,,,,,,,,,,,,,,,,,,,
vintage-cotton-adopt-t-shirt-small-peach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/PEACH-TS-1000_IMG3_3e55a34a-d455-4e58-84ef-4647d5accee0.jpeg?v=1426894646,,,,,,,,,,,,,,,,,,,
vintage-cotton-adopt-t-shirt-small-peach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/PEACH-TS-1000_IMG4_f32d2fc5-2ab9-4b15-a679-fdca645335ec.jpeg?v=1426894646,,,,,,,,,,,,,,,,,,,
ivory-adopt-womens-crew-t-shirt,Ivory 'Adopt' Women's Crew T-shirt,"<span>This listing is for one women's 'Adopt' crew. It has a contemporary fit and is vintage-soft, made with 100% combed and ring-spun cotton. It has a subtle white dog on the ivory shirt.</span><br><br><span>This is a great way to promote animal rescue! A portion of the proceeds help fund animal rescue organizations around the country.</span>",The Loving Paw,T-Shirts,T-Shirt,TRUE,Size,Small,,,,,IVORYADOPT-TS-1000,227,shopify,27,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IVORYADOPT-TS-1000_IMG1_327e09af-430c-4254-a1af-6d5b26457298.jpeg?v=1426894648,,FALSE,,The Loving Paw's Stylish T-shirts are Perfect for Any Outing and Show Your Support for Animal Rescue Awareness.,,,,,,,,,,,,,,,lb
ivory-adopt-womens-crew-t-shirt,,,,,,,,Medium,,,,,IVORYADOPT-TS-1001,227,shopify,27,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IVORYADOPT-TS-1000_IMG2_4b06e5ab-5421-4671-a4d9-12c7f37c72d5.jpeg?v=1426894648,,,,,,,,,,,,,,,,,,,lb
ivory-adopt-womens-crew-t-shirt,,,,,,,,Large,,,,,IVORYADOPT-TS-1002,227,shopify,27,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IVORYADOPT-TS-1000_IMG3_954bf659-279b-4394-9054-4e085eeaa25d.jpeg?v=1426894648,,,,,,,,,,,,,,,,,,,lb
ivory-adopt-womens-crew-t-shirt,,,,,,,,XL,,,,,IVORYADOPT-TS-1003,227,shopify,27,deny,manual,22,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
organic-cotton-toddler-crew-i-love-my-dog-olive-green,Organic Cotton Toddler Crew - I Love My Dog - Olive Green,<span>This listing is for one ocean blue 'I Love My Dog' 6 mo. toddler crew by The Loving Paw. </span><br><br><span>Our 100% Organic Cotton is perfect for little ones-so soft you'd swear it was a second skin. This miniature crew is lightweight and breathable so little ones can stay comfortable all day long. Part of the eco-friendly Alternative Earth Collection.</span><br><br><span>A portion of proceeds goes to animal rescue organizations around the country. :)</span>,The Loving Paw,T-Shirts,T-Shirt,TRUE,Title,Default Title,,,,,OGTC-TS-1000,136,shopify,0,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/OGTC-TS-1000_img1_c44cb273-dad4-41dd-97e4-cd315cd84d5a.jpeg?v=1426894650,,FALSE,Organic Cotton Toddler Crew 'I love my dog' Olive Green,The Loving Paw's Toddler Crew Shirts are Stylish and Comfortable.,,,,,,,,,,,,,,,lb
organic-cotton-toddler-crew-i-love-my-dog-olive-green,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/OGTC-TS-1000_img2_7decb0bd-75ba-4efb-af6e-df4b62d0290e.jpeg?v=1426894650,,,,,,,,,,,,,,,,,,,
organic-cotton-toddler-crew-i-love-my-dog-ocean-blue,Organic Cotton Toddler Crew - I Love My Dog - Ocean Blue,<span>This listing is for one ocean blue 'I Love My Dog' 6 mo. toddler crew by The Loving Paw. </span><br><br><span>Our 100% Organic Cotton is perfect for little ones-so soft you'd swear it was a second skin. This miniature crew is lightweight and breathable so little ones can stay comfortable all day long. Part of the eco-friendly Alternative Earth Collection.</span><br><br><span>A portion of proceeds goes to animal rescue organizations around the country. :)</span>,The Loving Paw,T-Shirts,T-Shirt,TRUE,Title,Default Title,,,,,OBTC-TS-1000,136,shopify,1,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/OBTC-TS-1000_img1_09b5418d-d9e9-4c31-9444-7ee0f6250cd2.jpeg?v=1426894652,,FALSE,Organic Cotton Toddler Crew 'I love my dog' Ocean Blue,The Loving Paw's Toddler Crew Shirts are Stylish and Comfortable.,,,,,,,,,,,,,,,lb
organic-cotton-toddler-crew-i-love-my-dog-ocean-blue,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/OBTC-TS-1000_img2_a2e6c845-4872-4f23-92a8-b13f980d848d.jpeg?v=1426894652,,,,,,,,,,,,,,,,,,,
adopted-pet-id-tag-custom-hand-stamped,Adopted Pet ID tag - Custom & Hand Stamped,"<span>1/2"" adopted aluminum round</span><br><br><span>It can be worn by itself or added to your pet's current tags. </span><br><br><span>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.</span><br><br><span>* A percentage of each order goes to animal rescue organizations *</span><br><br>",The Loving Paw,ID Tag,ID Tag,TRUE,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,,,ADOPTED-TAG-1000,56,shopify,7,deny,manual,4,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADOPTED-TAG-1000_IMG1_a55e3bbe-0623-4fcc-b094-160cd662178d.jpeg?v=1426894655,,FALSE,Hand Stamped Customizable 'ADOPTED' Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
adopted-pet-id-tag-custom-hand-stamped,,,,,,,,No Charm,,Add Birthstone,,,ADOPTED-TAG-1001,56,shopify,7,deny,manual,7,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADOPTED-TAG-1000_IMG2_7e1efd91-aca8-40bd-a35b-26d1f5edcb75.jpeg?v=1426894655,,,,,,,,,,,,,,,,,,,lb
adopted-pet-id-tag-custom-hand-stamped,,,,,,,,Add Charm,,No Birthstone,,,ADOPTED-TAG-1002,56,shopify,7,deny,manual,7,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADOPTED-TAG-1000_IMG3_3b64ca27-981c-4d63-be92-d1677b3652bb.jpeg?v=1426894655,,,,,,,,,,,,,,,,,,,lb
adopted-pet-id-tag-custom-hand-stamped,,,,,,,,Add Charm,,Add Birthstone,,,ADOPTED-TAG-1003,56,shopify,7,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADOPTED-TAG-1000_IMG4_513d3df8-ff02-4aa7-a26e-ff2b9e66594f.jpeg?v=1426894655,,,,,,,,,,,,,,,,,,,lb
adopted-pet-id-tag-custom-hand-stamped,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADOPTED-TAG-1000_IMG5_f66a2f1e-ee2b-4d2e-9d60-3cb8ec16814b.jpeg?v=1426894655,,,,,,,,,,,,,,,,,,,
